shipment_id,carrier,origin_city,destination_city,product_type,delay_risk,delay_probability,estimated_delay_days,customer_notification,notification_urgency
SHP00191,GroundPlus,Chicago,Cape Town,Perishable,High,0.878,25,"I'm sorry your shipment SHP00191 from Chicago to Cape Town is now expected between Feb 12, 2024 to Feb 13, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00193,QuickMove,Dubai,Frankfurt,Industrial,High,0.9738,17,"I'm sorry your shipment SHP00193 from Dubai to Frankfurt is now expected between May 04, 2024 to May 05, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00194,FastShip,Dubai,Cape Town,Electronics,High,0.9034,11,"I'm sorry your shipment SHP00194 from Dubai to Cape Town is now expected between May 01, 2024 to May 02, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00195,GroundPlus,Rotterdam,Sydney,Pharma,High,0.9886,9,"I'm sorry your shipment SHP00195 from Rotterdam to Sydney is now expected between Apr 02, 2024 to Apr 03, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00196,AirExpress,Chicago,New York,Perishable,High,0.9779,24,"I'm sorry your shipment SHP00196 from Chicago to New York is now expected between Jan 15, 2025 to Jan 16, 2025. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00197,GlobalFreight,Dubai,Sydney,Consumer Goods,High,0.9952,12,"I'm sorry your shipment SHP00197 from Dubai to Sydney is now expected between Aug 22, 2024 to Aug 23, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00198,AirExpress,Mumbai,Frankfurt,Pharma,High,0.9944,24,"I'm sorry your shipment SHP00198 from Mumbai to Frankfurt is now expected between Mar 10, 2024 to Mar 11, 2024. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00200,AirExpress,Mumbai,Cape Town,Electronics,High,0.9704,25,"I'm sorry your shipment SHP00200 from Mumbai to Cape Town is now expected between Nov 13, 2024 to Nov 14, 2024. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00201,QuickMove,Ṣo Paulo,Sydney,Consumer Goods,High,0.9922,12,"I'm sorry your shipment SHP00201 from Ṣo Paulo to Sydney is now expected between Dec 25, 2024 to Dec 26, 2024. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00203,QuickMove,Mumbai,Tokyo,Perishable,High,0.9727,20,"I'm sorry your shipment SHP00203 from Mumbai to Tokyo is now expected between Sep 16, 2024 to Sep 17, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00206,FastShip,Chicago,Tokyo,Consumer Goods,High,0.9368,22,"I'm sorry your shipment SHP00206 from Chicago to Tokyo is now expected between Apr 29, 2024 to Apr 30, 2024. The most likely cause is routing delays with FastShip. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00209,FastShip,Rotterdam,Tokyo,Pharma,High,0.9477,16,"I'm sorry your shipment SHP00209 from Rotterdam to Tokyo is now expected between Jan 18, 2024 to Jan 19, 2024. The most likely cause is routing delays with FastShip. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00210,GroundPlus,Chicago,London,Perishable,High,0.9477,8,"I'm sorry your shipment SHP00210 from Chicago to London is now expected between Nov 19, 2024 to Nov 20, 2024. The most likely cause is routing delays with GroundPlus. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00211,AirExpress,Rotterdam,Sydney,Perishable,High,0.9835,12,"I'm sorry your shipment SHP00211 from Rotterdam to Sydney is now expected between Sep 20, 2024 to Sep 21, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00212,GlobalFreight,Mumbai,Frankfurt,Consumer Goods,High,0.9437,10,"I'm sorry your shipment SHP00212 from Mumbai to Frankfurt is now expected between May 18, 2024 to May 19, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00213,GlobalFreight,Chicago,Toronto,Perishable,High,0.9138,12,"I'm sorry your shipment SHP00213 from Chicago to Toronto is now expected between Aug 24, 2024 to Aug 25, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00214,GlobalFreight,Shanghai,Sydney,Industrial,Medium,0.5489,8,"I'm sorry your shipment SHP00214 from Shanghai to Sydney is now expected between Aug 11, 2024 to Aug 12, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",SCHEDULED
SHP00217,GroundPlus,Mumbai,Cape Town,Pharma,High,0.8685,20,"I'm sorry your shipment SHP00217 from Mumbai to Cape Town is now expected between Sep 25, 2024 to Sep 26, 2024. The most likely cause is routing delays with GroundPlus. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00218,FastShip,Singapore,Toronto,Pharma,High,0.9972,12,"I'm sorry your shipment SHP00218 from Singapore to Toronto is now expected between Jan 05, 2025 to Jan 06, 2025. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00219,GlobalFreight,Dubai,Cape Town,Industrial,High,0.9587,23,"I'm sorry your shipment SHP00219 from Dubai to Cape Town is now expected between Apr 09, 2024 to Apr 10, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00220,GlobalFreight,Mumbai,London,Industrial,High,0.9863,11,"I'm sorry your shipment SHP00220 from Mumbai to London is now expected between Feb 07, 2024 to Feb 08, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00221,AirExpress,Chicago,Frankfurt,Perishable,High,0.962,14,"I'm sorry your shipment SHP00221 from Chicago to Frankfurt is now expected between Aug 20, 2024 to Aug 21, 2024. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00222,FastShip,Rotterdam,New York,Perishable,High,0.909,20,"I'm sorry your shipment SHP00222 from Rotterdam to New York is now expected between Jan 21, 2024 to Jan 22, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00225,GroundPlus,Ṣo Paulo,Frankfurt,Perishable,High,0.7079,13,"I'm sorry your shipment SHP00225 from Ṣo Paulo to Frankfurt is now expected between Nov 17, 2024 to Nov 18, 2024. The most likely cause is routing delays with GroundPlus. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00226,FastShip,Mumbai,Frankfurt,Pharma,High,0.962,10,"I'm sorry your shipment SHP00226 from Mumbai to Frankfurt is now expected between Apr 23, 2024 to Apr 24, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00227,GroundPlus,Dubai,London,Electronics,High,0.9711,24,"I'm sorry your shipment SHP00227 from Dubai to London is now expected between Mar 25, 2024 to Mar 26, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00228,AirExpress,Mumbai,Toronto,Industrial,High,0.9394,7,"I'm sorry your shipment SHP00228 from Mumbai to Toronto is now expected between Oct 23, 2024 to Oct 24, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00229,FastShip,Singapore,Tokyo,Pharma,High,0.9799,22,"I'm sorry your shipment SHP00229 from Singapore to Tokyo is now expected between Oct 09, 2024 to Oct 10, 2024. The most likely cause is routing delays with FastShip. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00230,AirExpress,Ṣo Paulo,Cape Town,Industrial,High,0.9462,13,"I'm sorry your shipment SHP00230 from Ṣo Paulo to Cape Town is now expected between Nov 12, 2024 to Nov 13, 2024. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00231,FastShip,Singapore,Frankfurt,Industrial,High,0.9508,15,"I'm sorry your shipment SHP00231 from Singapore to Frankfurt is now expected between Oct 24, 2024 to Oct 25, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00233,GlobalFreight,Singapore,London,Consumer Goods,High,0.9881,18,"I'm sorry your shipment SHP00233 from Singapore to London is now expected between Mar 27, 2024 to Mar 28, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00234,AirExpress,Ṣo Paulo,Sydney,Perishable,High,0.9865,18,"I'm sorry your shipment SHP00234 from Ṣo Paulo to Sydney is now expected between Jan 27, 2024 to Jan 28, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00235,GroundPlus,Dubai,Cape Town,Consumer Goods,High,0.9794,15,"I'm sorry your shipment SHP00235 from Dubai to Cape Town is now expected between Apr 29, 2024 to Apr 30, 2024. The most likely cause is routing delays with GroundPlus. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00236,GroundPlus,Dubai,Cape Town,Industrial,High,0.9445,20,"I'm sorry your shipment SHP00236 from Dubai to Cape Town is now expected between Apr 22, 2024 to Apr 23, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00237,AirExpress,Shanghai,Cape Town,Pharma,High,0.9643,12,"I'm sorry your shipment SHP00237 from Shanghai to Cape Town is now expected between Apr 12, 2024 to Apr 13, 2024. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00238,AirExpress,Dubai,Frankfurt,Pharma,High,0.9853,20,"I'm sorry your shipment SHP00238 from Dubai to Frankfurt is now expected between Oct 16, 2024 to Oct 17, 2024. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00239,GlobalFreight,Dubai,Cape Town,Electronics,High,0.929,19,"I'm sorry your shipment SHP00239 from Dubai to Cape Town is now expected between Dec 14, 2024 to Dec 15, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00241,GroundPlus,Chicago,Cape Town,Pharma,High,0.9518,11,"I'm sorry your shipment SHP00241 from Chicago to Cape Town is now expected between Nov 28, 2024 to Nov 29, 2024. The most likely cause is routing delays with GroundPlus. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00242,GroundPlus,Mumbai,New York,Electronics,High,0.9958,10,"I'm sorry your shipment SHP00242 from Mumbai to New York is now expected between May 04, 2024 to May 05, 2024. The most likely cause is routing delays with GroundPlus. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00243,FastShip,Shanghai,Toronto,Industrial,High,0.9652,14,"I'm sorry your shipment SHP00243 from Shanghai to Toronto is now expected between Mar 11, 2024 to Mar 12, 2024. The most likely cause is routing delays with FastShip. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00244,GlobalFreight,Mumbai,Sydney,Perishable,High,0.9801,10,"I'm sorry your shipment SHP00244 from Mumbai to Sydney is now expected between Apr 11, 2024 to Apr 12, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00245,AirExpress,Ṣo Paulo,Sydney,Consumer Goods,High,0.9775,11,"I'm sorry your shipment SHP00245 from Ṣo Paulo to Sydney is now expected between May 29, 2024 to May 30, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00247,AirExpress,Singapore,New York,Electronics,High,0.6919,11,"I'm sorry your shipment SHP00247 from Singapore to New York is now expected between Jul 27, 2024 to Jul 28, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00250,GlobalFreight,Dubai,New York,Pharma,High,0.9861,7,"I'm sorry your shipment SHP00250 from Dubai to New York is now expected between Feb 07, 2024 to Feb 08, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00251,QuickMove,Rotterdam,Cape Town,Pharma,High,0.9792,24,"I'm sorry your shipment SHP00251 from Rotterdam to Cape Town is now expected between Feb 22, 2024 to Feb 23, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00252,GlobalFreight,Mumbai,Tokyo,Pharma,High,0.9634,20,"I'm sorry your shipment SHP00252 from Mumbai to Tokyo is now expected between Feb 27, 2024 to Feb 28, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00254,GlobalFreight,Singapore,London,Industrial,High,0.9829,16,"I'm sorry your shipment SHP00254 from Singapore to London is now expected between Dec 12, 2024 to Dec 13, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00255,FastShip,Rotterdam,New York,Pharma,High,0.9953,12,"I'm sorry your shipment SHP00255 from Rotterdam to New York is now expected between Aug 16, 2024 to Aug 17, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00256,AirExpress,Ṣo Paulo,Tokyo,Perishable,High,0.9853,16,"I'm sorry your shipment SHP00256 from Ṣo Paulo to Tokyo is now expected between Mar 04, 2024 to Mar 05, 2024. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00257,GroundPlus,Chicago,London,Pharma,High,0.9873,14,"I'm sorry your shipment SHP00257 from Chicago to London is now expected between Feb 23, 2024 to Feb 24, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00258,AirExpress,Chicago,Sydney,Industrial,High,0.9228,8,"I'm sorry your shipment SHP00258 from Chicago to Sydney is now expected between Mar 02, 2024 to Mar 03, 2024. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00261,QuickMove,Mumbai,Sydney,Perishable,High,0.9931,13,"I'm sorry your shipment SHP00261 from Mumbai to Sydney is now expected between Jan 07, 2025 to Jan 08, 2025. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00262,FastShip,Rotterdam,Toronto,Consumer Goods,High,0.9671,7,"I'm sorry your shipment SHP00262 from Rotterdam to Toronto is now expected between Jan 27, 2024 to Jan 28, 2024. The most likely cause is routing delays with FastShip. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00263,QuickMove,Shanghai,London,Industrial,High,0.9945,14,"I'm sorry your shipment SHP00263 from Shanghai to London is now expected between Sep 27, 2024 to Sep 28, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00265,FastShip,Dubai,Cape Town,Industrial,High,0.8883,11,"I'm sorry your shipment SHP00265 from Dubai to Cape Town is now expected between Jun 18, 2024 to Jun 19, 2024. The most likely cause is routing delays with FastShip. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00266,GroundPlus,Singapore,Cape Town,Electronics,High,0.9591,17,"I'm sorry your shipment SHP00266 from Singapore to Cape Town is now expected between Nov 08, 2024 to Nov 09, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00267,QuickMove,Rotterdam,New York,Electronics,High,0.8264,15,"I'm sorry your shipment SHP00267 from Rotterdam to New York is now expected between Mar 27, 2024 to Mar 28, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00268,FastShip,Ṣo Paulo,Toronto,Electronics,High,0.9015,19,"I'm sorry your shipment SHP00268 from Ṣo Paulo to Toronto is now expected between Dec 04, 2024 to Dec 05, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00270,QuickMove,Chicago,London,Consumer Goods,High,0.9659,14,"I'm sorry your shipment SHP00270 from Chicago to London is now expected between Sep 10, 2024 to Sep 11, 2024. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00271,GroundPlus,Singapore,Toronto,Electronics,High,0.9824,19,"I'm sorry your shipment SHP00271 from Singapore to Toronto is now expected between Jun 30, 2024 to Jul 01, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00272,QuickMove,Ṣo Paulo,Toronto,Pharma,High,0.9964,10,"I'm sorry your shipment SHP00272 from Ṣo Paulo to Toronto is now expected between Sep 07, 2024 to Sep 08, 2024. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00273,GlobalFreight,Dubai,London,Perishable,High,0.9807,8,"I'm sorry your shipment SHP00273 from Dubai to London is now expected between Apr 26, 2024 to Apr 27, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00274,FastShip,Singapore,Tokyo,Industrial,Medium,0.4191,7,"I'm sorry your shipment SHP00274 from Singapore to Tokyo is now expected between Jun 08, 2024 to Jun 09, 2024. The most likely cause is routing delays with FastShip. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",SCHEDULED
SHP00276,GlobalFreight,Shanghai,Sydney,Industrial,High,0.929,20,"I'm sorry your shipment SHP00276 from Shanghai to Sydney is now expected between Nov 21, 2024 to Nov 22, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00277,GlobalFreight,Mumbai,Tokyo,Consumer Goods,High,0.9904,17,"I'm sorry your shipment SHP00277 from Mumbai to Tokyo is now expected between Sep 29, 2024 to Sep 30, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00279,GlobalFreight,Chicago,Tokyo,Consumer Goods,High,0.9859,13,"I'm sorry your shipment SHP00279 from Chicago to Tokyo is now expected between Nov 04, 2024 to Nov 05, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00280,FastShip,Rotterdam,Cape Town,Perishable,Medium,0.5165,21,"I'm sorry your shipment SHP00280 from Rotterdam to Cape Town is now expected between Jul 20, 2024 to Jul 21, 2024. The most likely cause is routing delays with FastShip. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",SCHEDULED
SHP00281,QuickMove,Singapore,Frankfurt,Industrial,Medium,0.5195,8,"I'm sorry your shipment SHP00281 from Singapore to Frankfurt is now expected between Oct 18, 2024 to Oct 19, 2024. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",SCHEDULED
SHP00283,GroundPlus,Chicago,New York,Industrial,High,0.9632,21,"I'm sorry your shipment SHP00283 from Chicago to New York is now expected between May 09, 2024 to May 10, 2024. The most likely cause is routing delays with GroundPlus. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00285,AirExpress,Mumbai,Sydney,Pharma,High,0.9375,15,"I'm sorry your shipment SHP00285 from Mumbai to Sydney is now expected between Aug 15, 2024 to Aug 16, 2024. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00286,FastShip,Mumbai,New York,Pharma,High,0.9975,17,"I'm sorry your shipment SHP00286 from Mumbai to New York is now expected between May 20, 2024 to May 21, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00287,GroundPlus,Chicago,London,Consumer Goods,High,0.9507,25,"I'm sorry your shipment SHP00287 from Chicago to London is now expected between Apr 23, 2024 to Apr 24, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00288,AirExpress,Rotterdam,Frankfurt,Pharma,High,0.8569,11,"I'm sorry your shipment SHP00288 from Rotterdam to Frankfurt is now expected between Nov 28, 2024 to Nov 29, 2024. The most likely cause is routing delays with AirExpress. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00290,GlobalFreight,Mumbai,Frankfurt,Consumer Goods,High,0.974,25,"I'm sorry your shipment SHP00290 from Mumbai to Frankfurt is now expected between Dec 15, 2024 to Dec 16, 2024. The most likely cause is routing delays with GlobalFreight. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00291,QuickMove,Shanghai,London,Pharma,High,0.9572,19,"I'm sorry your shipment SHP00291 from Shanghai to London is now expected between Apr 02, 2024 to Apr 03, 2024. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00292,FastShip,Dubai,Frankfurt,Electronics,High,0.7957,10,"I'm sorry your shipment SHP00292 from Dubai to Frankfurt is now expected between Feb 27, 2024 to Feb 28, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00294,FastShip,Shanghai,Tokyo,Industrial,High,0.964,21,"I'm sorry your shipment SHP00294 from Shanghai to Tokyo is now expected between Apr 22, 2024 to Apr 23, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00295,GroundPlus,Dubai,Frankfurt,Electronics,High,0.9646,18,"I'm sorry your shipment SHP00295 from Dubai to Frankfurt is now expected between May 28, 2024 to May 29, 2024. The most likely cause is routing delays with GroundPlus. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00297,FastShip,Rotterdam,London,Pharma,High,0.9943,15,"I'm sorry your shipment SHP00297 from Rotterdam to London is now expected between Jul 12, 2024 to Jul 13, 2024. The most likely cause is routing delays with FastShip. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00298,GroundPlus,Dubai,Sydney,Industrial,High,0.9781,20,"I'm sorry your shipment SHP00298 from Dubai to Sydney is now expected between May 01, 2024 to May 02, 2024. The most likely cause is routing delays with GroundPlus. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00299,QuickMove,Chicago,New York,Consumer Goods,High,0.9918,12,"I'm sorry your shipment SHP00299 from Chicago to New York is now expected between Aug 16, 2024 to Aug 17, 2024. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00300,GroundPlus,Dubai,Sydney,Perishable,High,0.9873,20,"I'm sorry your shipment SHP00300 from Dubai to Sydney is now expected between Feb 22, 2024 to Feb 23, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00301,AirExpress,Shanghai,New York,Consumer Goods,High,0.9646,16,"I'm sorry your shipment SHP00301 from Shanghai to New York is now expected between Apr 18, 2024 to Apr 19, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00302,QuickMove,Chicago,Cape Town,Pharma,High,0.9459,13,"I'm sorry your shipment SHP00302 from Chicago to Cape Town is now expected between Mar 16, 2024 to Mar 17, 2024. The most likely cause is delayed customs clearance (currently Held). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00303,FastShip,Rotterdam,Tokyo,Electronics,High,0.9218,21,"I'm sorry your shipment SHP00303 from Rotterdam to Tokyo is now expected between Jun 15, 2024 to Jun 16, 2024. The most likely cause is delayed customs clearance (currently Pending). Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00304,GroundPlus,Shanghai,Frankfurt,Pharma,High,0.9911,9,"I'm sorry your shipment SHP00304 from Shanghai to Frankfurt is now expected between Apr 20, 2024 to Apr 21, 2024. The most likely cause is routing delays with GroundPlus. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00307,FastShip,Ṣo Paulo,Frankfurt,Electronics,High,0.9509,9,"I'm sorry your shipment SHP00307 from Ṣo Paulo to Frankfurt is now expected between May 29, 2024 to May 30, 2024. The most likely cause is routing delays with FastShip. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
SHP00308,QuickMove,Singapore,Sydney,Industrial,High,0.9654,22,"I'm sorry your shipment SHP00308 from Singapore to Sydney is now expected between Sep 11, 2024 to Sep 12, 2024. The most likely cause is routing delays with QuickMove. Please adjust your receiving schedule or contact your LogiTrack account manager if you need a different delivery plan.",IMMEDIATE
