shipment_id,carrier,origin_city,destination_city,product_type,weight_kg,distance_km,promised_transit_days,actual_transit_days,delay_days,customs_status,num_stops,carrier_rating,ship_date,delayed_flag
SHP00293,FastShip,Chicago,Cape Town,Perishable,4564.5,7314,15,16,1,Exempt,0,3.2,2024-09-06,0
SHP00294,FastShip,Shanghai,Tokyo,Industrial,1882.5,10775,17,20,3,Pending,2,2.0,2024-04-01,1
SHP00295,GroundPlus,Dubai,Frankfurt,Electronics,594.9,11733,14,27,13,Cleared,1,3.6,2024-05-10,1
SHP00296,FastShip,Shanghai,Frankfurt,Electronics,2684.4,17473,19,21,2,Pending,2,2.3,2024-04-21,0
SHP00297,FastShip,Rotterdam,London,Pharma,426.4,4647,11,17,6,Exempt,1,4.9,2024-06-27,1
SHP00298,GroundPlus,Dubai,Sydney,Industrial,3728.5,16746,16,30,14,Exempt,1,2.8,2024-04-11,1
SHP00299,QuickMove,Chicago,New York,Consumer Goods,3967.8,10710,8,12,4,Exempt,3,4.6,2024-08-04,1
SHP00300,GroundPlus,Dubai,Sydney,Perishable,3118.3,13051,16,20,4,Held,2,4.7,2024-02-02,1
SHP00301,AirExpress,Shanghai,New York,Consumer Goods,1272.8,13928,12,26,14,Held,3,2.1,2024-04-02,1
SHP00302,QuickMove,Chicago,Cape Town,Pharma,1795.1,2880,9,18,9,Held,1,4.3,2024-03-03,1
SHP00303,FastShip,Rotterdam,Tokyo,Electronics,3586.8,7504,17,25,8,Pending,4,2.2,2024-05-25,1
SHP00304,GroundPlus,Shanghai,Frankfurt,Pharma,523.6,9611,5,16,11,Exempt,2,4.4,2024-04-11,1
SHP00305,GlobalFreight,Mumbai,Cape Town,Industrial,2498.3,9492,16,17,1,Cleared,3,2.5,2024-06-16,0
SHP00306,GroundPlus,Chicago,London,Consumer Goods,116.1,1084,21,19,0,Exempt,2,2.4,2024-07-25,0
SHP00307,FastShip,Ṣo Paulo,Frankfurt,Electronics,1693.6,1033,5,18,13,Cleared,3,4.2,2024-05-20,1
SHP00308,QuickMove,Singapore,Sydney,Industrial,408.0,10762,18,17,0,Exempt,2,4.1,2024-08-20,0
SHP00309,AirExpress,Singapore,Tokyo,Electronics,4216.9,3866,3,8,5,Cleared,0,2.4,2024-06-14,1
SHP00310,AirExpress,Shanghai,London,Electronics,963.9,12587,20,18,0,Cleared,2,4.6,2024-01-23,0
SHP00311,FastShip,Mumbai,Sydney,Electronics,1326.0,12937,11,14,3,Pending,4,3.4,2024-03-05,1
SHP00312,QuickMove,Singapore,London,Consumer Goods,4440.1,14042,17,18,1,Pending,4,3.4,2024-09-07,0
SHP00313,QuickMove,Rotterdam,Cape Town,Industrial,1136.9,9144,12,12,0,Held,4,4.5,2024-05-04,0
SHP00314,GlobalFreight,Dubai,New York,Electronics,4859.1,2474,9,7,0,Pending,3,4.5,2024-04-06,0
SHP00315,AirExpress,Mumbai,Sydney,Pharma,4071.8,17789,19,27,8,Held,3,4.0,2024-09-15,1
SHP00316,FastShip,Shanghai,London,Perishable,1934.0,15325,19,23,4,Exempt,1,2.2,2024-08-04,1
SHP00317,GlobalFreight,Dubai,Sydney,Consumer Goods,3245.4,5326,17,18,1,Cleared,1,2.0,2024-08-23,0
SHP00318,GlobalFreight,Rotterdam,New York,Industrial,3312.8,15332,14,20,6,Cleared,4,2.3,2024-08-08,1
SHP00319,GlobalFreight,Shanghai,Toronto,Consumer Goods,2159.9,11435,4,16,12,Held,2,2.3,2024-11-28,1
SHP00320,AirExpress,Dubai,Toronto,Pharma,1477.1,13695,8,14,6,Exempt,4,3.3,2024-12-14,1
SHP00321,FastShip,Dubai,London,Electronics,1105.7,2241,4,10,6,Pending,0,3.6,2024-05-21,1
SHP00322,GlobalFreight,Ṣo Paulo,Tokyo,Industrial,1965.6,3819,10,16,6,Exempt,1,2.5,2024-04-14,1
SHP00323,QuickMove,Dubai,Sydney,Consumer Goods,1447.0,601,6,9,3,Exempt,2,4.6,2024-12-18,1
SHP00324,GlobalFreight,Shanghai,Sydney,Electronics,841.6,11384,17,19,2,Cleared,3,3.3,2024-01-11,0
SHP00325,GlobalFreight,Rotterdam,New York,Pharma,3399.2,818,14,27,13,Cleared,3,4.6,2024-08-29,1
SHP00326,FastShip,Mumbai,Cape Town,Electronics,2840.7,10024,10,24,14,Pending,1,4.3,2024-02-21,1
SHP00327,QuickMove,Singapore,Tokyo,Perishable,2268.6,11994,20,26,6,Exempt,2,3.1,2024-01-07,1
SHP00328,QuickMove,Rotterdam,Tokyo,Perishable,4457.9,16371,6,12,6,Cleared,1,4.9,2024-04-22,1
SHP00329,GlobalFreight,Rotterdam,Toronto,Electronics,1229.4,14613,14,18,4,Cleared,1,4.8,2024-07-12,1
SHP00330,FastShip,Rotterdam,Tokyo,Consumer Goods,4497.1,15221,19,22,3,Held,2,4.7,2024-07-19,1
SHP00331,GroundPlus,Chicago,Sydney,Perishable,961.0,17541,13,14,1,Exempt,3,3.7,2024-06-26,0
SHP00332,QuickMove,Mumbai,New York,Industrial,4636.9,5321,17,19,2,Held,4,3.7,2024-03-24,0
SHP00333,QuickMove,Chicago,Sydney,Electronics,4000.9,1010,17,16,0,Pending,2,4.5,2024-03-04,0
SHP00334,FastShip,Chicago,Sydney,Electronics,2157.3,521,4,10,6,Pending,2,4.6,2024-09-14,1
SHP00335,GroundPlus,Shanghai,New York,Perishable,721.8,6946,16,16,0,Held,1,2.1,2024-06-30,0
SHP00336,GlobalFreight,Singapore,Tokyo,Industrial,2118.6,3715,11,18,7,Held,1,3.7,2024-12-13,1
SHP00337,QuickMove,Singapore,Frankfurt,Pharma,3419.8,7037,11,13,2,Exempt,4,2.6,2024-06-05,0
SHP00338,FastShip,Rotterdam,Frankfurt,Industrial,2733.7,12819,16,17,1,Pending,4,3.3,2024-06-09,0
SHP00339,GroundPlus,Dubai,Tokyo,Perishable,2347.2,14513,17,28,11,Exempt,3,2.1,2024-10-13,1
SHP00340,FastShip,Singapore,Toronto,Electronics,3781.7,10408,10,24,14,Held,1,3.9,2024-10-16,1
SHP00341,QuickMove,Mumbai,Cape Town,Industrial,638.4,695,17,31,14,Exempt,0,2.3,2024-05-18,1
SHP00342,FastShip,Rotterdam,Frankfurt,Electronics,4111.5,16276,13,12,0,Cleared,4,4.0,2024-01-28,0
SHP00343,GlobalFreight,Ṣo Paulo,London,Consumer Goods,3704.7,16730,7,12,5,Pending,2,3.9,2024-01-04,1
SHP00344,AirExpress,Ṣo Paulo,Tokyo,Pharma,582.4,501,7,8,1,Cleared,1,2.6,2024-08-30,0
SHP00345,FastShip,Singapore,Frankfurt,Industrial,1959.7,4491,12,22,10,Exempt,1,4.5,2024-10-06,1
SHP00346,QuickMove,Singapore,Frankfurt,Industrial,4298.0,4536,16,18,2,Cleared,1,2.4,2024-12-02,0
SHP00347,GlobalFreight,Shanghai,Frankfurt,Consumer Goods,1009.8,16243,12,19,7,Cleared,4,3.5,2024-12-07,1
SHP00348,QuickMove,Chicago,Toronto,Electronics,2325.2,14420,7,5,0,Held,3,2.4,2024-07-18,0
SHP00349,FastShip,Ṣo Paulo,Sydney,Electronics,3229.1,15064,4,13,9,Pending,3,4.6,2024-08-22,1
SHP00350,QuickMove,Mumbai,London,Perishable,2508.2,16989,9,18,9,Exempt,4,2.2,2024-12-01,1
